,,,20.00%,,40.00%,,50.00%,,60.00%,,70.00%,,80.00%,,90.00%,,100.00%,,
Nominal q (1/Å),mean_q (1/Å),q std. dev. (1/Å),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),I (1/cm),I std. dev. (1/cm),
0.005453,0.005554,0.001104,0.30872,0.092004,1.0135,0.11916,1.5072,0.11592,2.1025,0.14456,2.6641,0.17042,3.4806,0.17587,4.5673,0.18741,5.4037,0.21565,
0.005857,0.005951,0.00111,0.30533,0.075916,1.0276,0.10051,1.4963,0.10405,1.9682,0.12758,2.5124,0.14834,3.5942,0.14525,4.319,0.16779,5.3181,0.21809,
0.006261,0.006349,0.001116,0.29349,0.064826,1.0289,0.087857,1.5288,0.10635,1.9993,0.11706,2.6186,0.15146,3.6307,0.14367,4.5011,0.17444,5.4524,0.19587,
0.006665,0.006747,0.001122,0.33088,0.062136,1.0213,0.084539,1.424,0.10081,2.0949,0.10804,2.6041,0.13808,3.4561,0.1492,4.5476,0.17625,5.6012,0.19592,
0.007069,0.007147,0.001129,0.31133,0.053465,1.0923,0.071024,1.4471,0.086879,2.075,0.10556,2.6367,0.1229,3.466,0.1423,4.4978,0.14871,5.7282,0.17319,
0.007473,0.007546,0.001137,0.36049,0.051192,1.0588,0.065316,1.5908,0.079261,1.9487,0.10645,2.7095,0.12307,3.5944,0.1252,4.7008,0.15637,5.5034,0.16764,
0.007876,0.007946,0.001145,0.3582,0.049723,1.0096,0.067284,1.37,0.07799,2.048,0.098571,2.8084,0.12609,3.637,0.12504,4.295,0.1542,5.7978,0.18347,
0.00828,0.008347,0.001154,0.33906,0.046898,1.0464,0.060971,1.4126,0.08262,2.0673,0.095577,2.7301,0.12371,3.674,0.11689,4.633,0.1532,5.4081,0.16161,
0.008684,0.008748,0.001163,0.37882,0.043478,0.98552,0.06229,1.3931,0.075134,1.985,0.081961,2.7666,0.12812,3.4786,0.12054,4.2785,0.13308,5.6444,0.17378,
0.009088,0.009149,0.001172,0.34795,0.042415,1.0199,0.061344,1.4215,0.067081,1.9049,0.084929,2.7203,0.10639,3.5466,0.10472,4.4743,0.12901,5.6832,0.16249,
0.009492,0.00955,0.001182,0.36983,0.038232,1.0735,0.055124,1.4994,0.066898,1.9815,0.07819,2.6109,0.10714,3.6081,0.10858,4.5195,0.13897,5.6104,0.16063,
0.009896,0.009952,0.001192,0.34438,0.039869,1.0001,0.057552,1.384,0.06207,2.1012,0.07607,2.6167,0.10288,3.6723,0.10076,4.2655,0.12638,5.4386,0.15492,
0.0103,0.01035,0.001203,0.35966,0.037628,1.026,0.051308,1.3841,0.065245,2.0047,0.076556,2.6414,0.098118,3.5079,0.096543,4.5379,0.12899,5.9268,0.15096,
0.0107,0.01076,0.001214,0.35836,0.032423,0.98574,0.051814,1.4304,0.060828,1.9481,0.070107,2.7078,0.094655,3.4317,0.097938,4.5556,0.12388,5.5262,0.14831,
0.01111,0.01116,0.001225,0.34208,0.034636,1.0764,0.052993,1.3808,0.059727,1.8784,0.071462,2.5457,0.095119,3.5019,0.097015,4.4459,0.12651,5.5599,0.15791,
0.01151,0.01156,0.001237,0.39554,0.033843,0.99673,0.050845,1.458,0.057927,1.8671,0.078653,2.725,0.096961,3.3461,0.091825,4.3986,0.10881,5.4878,0.12783,
0.01192,0.01196,0.001249,0.34474,0.032589,1.0695,0.048806,1.3677,0.057598,1.9712,0.069301,2.7135,0.09393,3.5063,0.097471,4.6386,0.1125,5.6391,0.13769,
0.01232,0.01236,0.001261,0.35021,0.03463,1.0621,0.047913,1.4492,0.059454,1.9817,0.075204,2.7472,0.084621,3.4025,0.0925,4.4756,0.12379,5.5907,0.13622,
0.01272,0.01277,0.001274,0.33102,0.032562,1.0023,0.046119,1.3288,0.056678,1.9011,0.066843,2.5171,0.089753,3.4254,0.087243,4.3776,0.11247,5.5385,0.11428,
0.01313,0.01317,0.001287,0.32802,0.028837,1.0279,0.045263,1.3797,0.053809,1.9158,0.069136,2.7278,0.090223,3.3419,0.081808,4.5787,0.10911,5.4332,0.12245,
0.01353,0.01357,0.0013,0.36966,0.034141,1.0209,0.0475,1.4015,0.057616,1.9735,0.065978,2.7061,0.084357,3.2822,0.086729,4.4355,0.11067,5.3079,0.12282,
0.01393,0.01397,0.001313,0.34654,0.030255,0.96256,0.047511,1.415,0.052228,1.9688,0.064053,2.7619,0.077736,3.5161,0.092886,4.3793,0.11552,5.4989,0.1202,
0.01434,0.01438,0.001327,0.33563,0.031203,0.96649,0.041582,1.4395,0.054731,1.9743,0.068106,2.5904,0.081747,3.5562,0.086639,4.3757,0.10273,5.5194,0.12992,
0.01474,0.01478,0.001341,0.32788,0.027864,1.0379,0.043464,1.3576,0.053121,1.873,0.06305,2.6473,0.082027,3.3293,0.080372,4.4562,0.10687,5.4094,0.11198,
0.01515,0.01518,0.001355,0.35242,0.027805,0.99895,0.042456,1.3819,0.05065,1.9597,0.060706,2.7244,0.079672,3.4887,0.086252,4.3365,0.098983,5.5438,0.12205,
0.01555,0.01559,0.001369,0.366,0.030751,0.99964,0.042021,1.4376,0.05215,1.9992,0.061614,2.5462,0.076896,3.5481,0.084295,4.3328,0.098453,5.4913,0.11321,
0.01595,0.01599,0.001384,0.37483,0.025941,0.97438,0.039345,1.4144,0.050405,1.9195,0.058733,2.5403,0.076044,3.2631,0.078491,4.3248,0.097293,5.3682,0.11346,
0.01636,0.01639,0.001399,0.35629,0.026217,0.92019,0.038811,1.324,0.048378,2.0582,0.059438,2.6733,0.073914,3.3631,0.076007,4.1768,0.10012,5.4424,0.1193,
0.01676,0.01679,0.001414,0.34101,0.026293,1.0003,0.037655,1.3774,0.048179,1.94,0.061044,2.5543,0.070932,3.4903,0.076375,4.246,0.089933,5.5383,0.10333,
0.01717,0.0172,0.001429,0.33377,0.029606,0.98064,0.04231,1.4216,0.053291,1.8662,0.0592,2.6788,0.073404,3.3659,0.081728,4.2842,0.099693,5.4886,0.11739,
0.01757,0.0176,0.001444,0.32495,0.026061,0.92627,0.037083,1.3763,0.044586,1.8826,0.054832,2.5529,0.076696,3.2521,0.073621,4.3214,0.091686,5.3613,0.10315,
0.01797,0.018,0.00146,0.32143,0.026766,0.99062,0.040254,1.3908,0.044635,1.9732,0.059399,2.3841,0.071574,3.4106,0.074706,4.2403,0.096785,5.3653,0.10305,
0.01838,0.01841,0.001476,0.36187,0.025707,0.93295,0.041674,1.3667,0.048201,1.8169,0.059103,2.6373,0.071521,3.3965,0.078882,4.1739,0.084224,5.2963,0.112,
0.01878,0.01881,0.001492,0.36048,0.026364,0.98313,0.03839,1.3429,0.043694,1.8691,0.056297,2.6176,0.065543,3.2696,0.070329,4.2491,0.087358,5.306,0.10856,
0.01918,0.01921,0.001508,0.31049,0.022952,0.98218,0.036605,1.3837,0.044384,1.8695,0.056331,2.5505,0.069877,3.2215,0.07198,4.136,0.090891,5.4071,0.10607,
0.01928,0.0194,0.002372,0.32668,0.010571,0.93412,0.017869,1.3166,0.024042,1.8023,0.024507,2.4367,0.022798,3.1891,0.024182,4.0772,0.025551,5.1165,0.034572,
0.01959,0.01962,0.001524,0.34767,0.024099,0.92355,0.037738,1.3106,0.042211,1.9066,0.05431,2.5275,0.066881,3.2979,0.069195,4.3138,0.085143,5.1949,0.096896,
0.01999,0.02002,0.001541,0.33566,0.024947,0.99117,0.036361,1.4335,0.043861,1.8021,0.053987,2.5269,0.071727,3.2929,0.068271,4.1941,0.087218,5.4084,0.10341,
0.0204,0.02042,0.001558,0.33626,0.025079,0.99409,0.034897,1.31,0.0437,1.8296,0.056582,2.6027,0.066872,3.2685,0.071334,4.155,0.086991,5.3181,0.095001,
0.02061,0.02072,0.002406,0.33036,0.011157,0.93776,0.018225,1.3171,0.021959,1.8008,0.024012,2.4377,0.025123,3.1402,0.025246,4.0415,0.027494,5.0836,0.032844,
